Rank,Journal Name,JIF 2024,JIF Quartile,Areas,Publisher,Country,JIF Rank,5-Year JIF,JCI,ISSN,eISSN,Abbreviated Journal,Total Cites,Total Articles,Citable Items,Cited Half-Life,Citing Half-Life,JIF Without Self-Cites,JCR Year
17542,Investigative Magnetic Resonance Imaging,0.4,Q4,Medicine,Korean Soc Magnetic Resonance Medicine,South Korea,202/212,,0.1,,2384-1109,INVEST MAGN RESON IM,133,26,26,4.6,11.8,0.4,2024
17542,Journal of Advanced Simulation in Science and Engineering,0.4,Q4,,JAPAN SOC SIMULATION TECHNOLOGY-JSST,,148/175,0.4,0.1,2188-5303,2188-5303,J ADV SIMUL SCI ENG,61,22,22,,12.2,0.4,2024
17542,Journal of Horticultural Sciences,0.4,Q4,Agricultural and Biological Sciences,Soc Promotion Horticulture - SPH,India,44/45,,0.1,0973-354X,2582-4899,J HORTIC SCI-INDIA,163,30,30,3.8,13.7,0.4,2024
17542,Journal of Magnetics,0.4,Q4,Engineering; Materials Science; Physics and Astronomy,KOREAN MAGNETICS SOC,South Korea,77/79,0.5,0.1,1226-1750,2233-6656,J MAGN,472,44,44,6.9,7.9,0.4,2024
17542,Journal of Mental Health and Human Behaviour,0.4,Q4,,WOLTERS KLUWER MEDKNOW PUBLICATIONS,,265/288,0.4,0.1,0971-8990,2543-1897,J MENT HEALTH HUM BE,85,13,15,,7.9,0.4,2024
17542,Klimik Journal,0.4,Q3,Medicine,DOC DESIGN INFORMATICS CO LTD,Turkey,240/332,0.3,0.1,1301-143X,1309-1484,KLIMIK J,177,40,41,5.9,7.1,0.3,2024
17542,Middle East Journal of Cancer,0.4,Q4,"Biochemistry, Genetics and Molecular Biology; Medicine",SHIRAZ UNIV MEDICAL SCIENCES,Iran,311/326,0.4,0.1,2008-6709,2008-6687,MIDDLE EAST J CANCER,225,26,28,4.4,7.7,0.3,2024
17542,NEW ZEALAND JOURNAL OF PSYCHOLOGY,0.4,Q4,Psychology,NEW ZEALAND PSYCHOL SOC,New Zealand,190/221,0.5,0.1,0112-109X,1179-7924,NEW ZEAL J PSYCHOL,493,0,0,13.1,,0.4,2024
17542,NOISE CONTROL ENGINEERING JOURNAL,0.4,Q4,Engineering; Medicine; Physics and Astronomy,INST NOISE CONTROL ENGINEERING,United States,148/175,0.5,0.1,0736-2501,0736-2501,NOISE CONTROL ENG J,612,38,38,13.2,9.1,0.4,2024
17542,Paginas de Educacion,0.4,Q4,,"UNIV CATOLICA URUGUAY, FAC CIENCIAS HUMANAS",,608/756,0.5,0.1,1688-5287,1688-7468,PAGINAS EDUC,73,21,22,,7.6,0.3,2024
17542,Physics of Particles and Nuclei Letters,0.4,Q4,Medicine; Physics and Astronomy,PLEIADES PUBLISHING INC,United States,30/31,0.5,0.1,1547-4771,1531-8567,PHYS PART NUCLEI LET,724,203,203,5.8,12.9,0.4,2024
17542,POWDER DIFFRACTION,0.4,Q4,Materials Science; Physics and Astronomy,CAMBRIDGE UNIV PRESS,United States,33/37,1.9,0.1,0885-7156,1945-7413,POWDER DIFFR,2143,42,42,13.4,13,0.3,2024
17542,Przeglad Elektrotechniczny,0.4,Q4,Engineering,WYDAWNICTWO SIGMA-NOT SP ZOO,Poland,351/366,0.4,0.1,0033-2097,2449-9544,PRZ ELEKTROTECHNICZN,1932,648,652,4.9,7.1,0.2,2024
17542,Revista Chilena de Nutricion,0.4,Q4,Agricultural and Biological Sciences; Nursing,"SOC CHILENA NUTRICION, BROMATOLOGIA & TOXICOLOGIA",Chile,102/112,0.6,0.1,0717-7518,0717-7518,REV CHIL NUTR,563,38,45,6,6.7,0.4,2024
17542,Revista Cuidarte,0.4,Q4,Medicine; Nursing,UNIV SANTANDER,Colombia,177/192,0.5,0.1,2216-0973,2346-3414,REV CUID,184,51,57,4.4,5.3,0.3,2024
17542,Revista Internacional de Metodos Numericos para Calculo y Diseno en Ingenieria,0.4,Q4,Engineering; Mathematics,SCIPEDIA S L,Spain,148/175,0.4,0.1,0213-1315,,REV INT METOD NUMER,186,53,53,5.4,6.4,0.3,2024
17542,Terra Latinoamericana,0.4,Q4,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science",MEXICAN SOC SOIL SCIENCE,Mexico,111/129,,0.1,0187-5779,2395-8030,TERRA LATINAM,439,64,64,7.2,8.7,0.3,2024
17542,Transport Problems,0.4,Q4,Engineering; Social Sciences,"SILESIAN UNIV TECHNOLOCY, FAC TRANSPORT",Poland,76/77,0.5,0.1,1896-0596,2300-861X,TRANSP PROBL,347,71,71,5.5,7.3,0.4,2024
17542,Video-Assisted Thoracic Surgery,0.4,Q4,Computer Science; Medicine,AME PUBLISHING COMPANY,Hong Kong,280/312,0.4,0.1,2519-0792,2519-0792,VIDEO-ASSIST THORAC,95,22,28,,7.8,0.4,2024
17542,ANNALES DE BIOLOGIE CLINIQUE,0.4,Q4,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine",JLE,France,182/195,0.4,0.09,0003-3898,1950-6112,ANN BIOL CLIN-PARIS,584,51,54,9,9.5,0.4,2024
17542,Bauingenieur,0.4,Q4,Engineering,VDI FACHMEDIEN GMBH & CO KG UNTERNEHMEN FACHINFORMATIONEN,Germany,165/183,0.6,0.09,0005-6650,1436-4867,BAUINGENIEUR-GERMANY,343,45,45,7,8,0.3,2024
17542,Bitacora Urbano Territorial,0.4,Q4,Arts and Humanities; Social Sciences,UNIV NACL COLOMBIA,Colombia,65/76,0.6,0.09,0124-7913,2027-145X,BITACORA URBANO TERR,286,29,29,5.8,7.5,0.4,2024
17542,Bulletin of the University of Karaganda-Physics,0.4,Q4,,KARAGANDA STATE UNIV,,99/114,0.3,0.09,2518-7198,,B UNIV KARAGANDA-PHY,74,48,49,,9.1,0.2,2024
17542,Cambio-Rivista sulle Trasformazioni Sociali,0.4,Q4,,UNIV STUDI FIRENZE,,177/219,0.3,0.09,2239-1118,2239-1118,CAMBIO,76,11,11,,7.6,0.3,2024
17542,Clinical and Experimental Health Sciences,0.4,Q4,,"MARMARA UNIV, INST HEALTH SCIENCES",,182/195,0.5,0.09,2459-1459,2459-1459,CLIN EXP HEALTH SCI,367,132,139,3.9,8.3,0.4,2024
17542,Computacion y Sistemas,0.4,Q4,Computer Science,"Inst Politecnico Nacional IPN, Centro Investigacion Computacion",Mexico,248/258,0.4,0.09,1405-5546,2007-9737,COMPUT SIST,441,112,116,5.4,5.8,0.3,2024
17542,Empiria,0.4,Q3,Social Sciences,"UNIV NACL EDUCACION & DISTANCIA-UNED, FAC CIENCIAS POLITICAS & SOCIOLOGIA",Spain,184/271,0.6,0.09,1139-5737,2174-0682,EMPIRIA,228,22,22,7.8,13,0.4,2024
17542,Icelandic Agricultural Sciences,0.4,Q4,Agricultural and Biological Sciences,RANNSOKNASTOFNUN LANDBUNADARINS,Iceland,81/94,0.4,0.09,1670-567X,,ICELAND AGR SCI,87,4,4,,17,0.2,2024
17542,INTERCIENCIA,0.4,Q4,Multidisciplinary,INTERCIENCIA,Venezuela,192/200,0.4,0.09,0378-1844,0378-1844,INTERCIENCIA,872,71,76,13.3,5.8,0.2,2024
17542,International Journal of Contemporary Economics and Administrative Sciences,0.4,Q4,,INT JOURNAL CONTEMPORARY ECONOMICS & ADMINISTRATIVE SCIENCES,,530/617,0.5,0.09,1925-4423,1925-4423,INT J CONTEMP ECON A,105,42,42,4.9,9,0.4,2024
17542,Iranian Journal of Radiology,0.4,Q4,Medicine,BRIEFLANDS,Netherlands,202/212,0.4,0.09,1735-1065,2008-2711,IRAN J RADIOL,431,20,20,8.6,7.5,0.4,2024
17542,Journal of Contemporary Medical Sciences,0.4,Q3,,NABA AL-HAYAT FOUNDATION MEDICAL SCIENCES & HEALTH CARE,,240/332,0.4,0.09,2413-0516,2413-0516,J CONTEMP MED SCI,192,74,77,4.6,8.1,0.3,2024
17542,Journal of Distribution Science,0.4,Q4,"Business, Management and Accounting; Economics, Econometrics and Finance",KODISA Foundation,South Korea,388/420,,0.09,1738-3110,2093-7717,J DISTRIB SCI,373,130,131,4.2,7.3,0.3,2024
17542,Journal of Hard Tissue Biology,0.4,Q4,"Biochemistry, Genetics and Molecular Biology; Dentistry; Materials Science; Medicine",JOURNAL HARD TISSUE BIOLOGY,Japan,122/124,0.4,0.09,1341-7649,1341-7649,J HARD TISSUE BIOL,264,30,30,7.7,10.4,0.4,2024
17542,Journal of Machinery Manufacture and Reliability,0.4,Q4,Engineering,PLEIADES PUBLISHING INC,United States,177/182,0.3,0.09,1052-6188,1934-9394,J MACH MANUF RELIAB,313,173,173,4.4,8.9,0.2,2024
17542,Journal of the Japan Institute of Metals and Materials,0.4,Q4,Engineering; Materials Science; Physics and Astronomy,JAPAN INST METALS & MATERIALS,Japan,92/96,0.4,0.09,0021-4876,1880-6880,J JPN I MET MATER,979,43,45,24.8,10.3,0.3,2024
17542,Klinik Psikiyatri Dergisi-Turkish Journal of Clinical Psychiatry,0.4,Q4,Medicine,KLINIK PSIKIYATRI DERGISI,Turkey,265/288,0.5,0.09,1302-0099,2146-7153,KLIN PSIKIYATR DERG,246,32,32,5.8,10.7,0.3,2024
17542,Malaysian Journal of Microbiology,0.4,Q4,Immunology and Microbiology; Medicine,MALAYSIAN SOC MICROBIOLOGY,Malaysia,161/163,0.4,0.09,1823-8262,2231-7538,MALAYS J MICROBIOL,378,124,129,7.3,8.5,0.3,2024
17542,Nuovo Cimento C-Colloquia and Communications in Physics,0.4,Q4,Physics and Astronomy,SOC ITALIANA FISICA,Italy,99/114,0.2,0.09,2037-4909,1826-9885,NUOVO CIM C-COLLOQ C,365,371,372,4.2,7.6,0.3,2024
17542,Nutricion Clinica y Dietetica Hospitalaria,0.4,Q4,Medicine; Nursing,SOC ESPANOLA DIETETICA & CIENCIAS ALIMENTACION-SEDCA,Spain,102/112,0.4,0.09,0211-6057,1989-208X,NUTR CLIN DIET HOSP,284,166,170,4.2,5.9,0.2,2024
17542,Nutrition Clinique et Metabolisme,0.4,Q4,Medicine; Nursing,MASSON EDITEUR,France,102/112,0.5,0.09,0985-0562,1768-3092,NUTR CLIN METAB,126,29,33,4.8,7.6,0.3,2024
17542,Optoelectronics and Advanced Materials-Rapid Communications,0.4,Q4,Engineering; Materials Science,NATL INST OPTOELECTRONICS,Romania,122/125,0.4,0.09,1842-6573,2065-3824,OPTOELECTRON ADV MAT,636,66,66,11.2,6.4,0.3,2024
17542,Pakistan Journal of Analytical & Environmental Chemistry,0.4,Q4,Chemistry; Environmental Science,"UNIV SINDH, NATL CENTRE EXCELLENCE ANALYTICAL CHEMISTRY",Pakistan,105/111,0.6,0.09,1996-918X,2221-5255,PAK J ANAL ENV CHEM,194,10,11,6,6.5,0.4,2024
17542,PHILIPPINE AGRICULTURAL SCIENTIST,0.4,Q4,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",UNIV PHILIPPINES LOS BANOS,Philippines,81/94,0.4,0.09,0031-7454,,PHILIPP AGRIC SCI,352,40,41,11.5,10.7,0.4,2024
17542,Reports of Forestry Research-Zpravy Lesnickeho Vyzkumu,0.4,Q4,Agricultural and Biological Sciences; Environmental Science,FORESTRY & GAME MANAGEMENT RESEARCH INST,Czech Republic,82/92,0.4,0.09,0322-9688,1805-9872,REP FOR RES,190,28,32,8.7,11.3,0.3,2024
17542,Revista de Derecho Politico,0.4,Q3,Social Sciences,Servicio Publicacion y Difusion Digital Biblioteca UNED,Spain,250/434,0.4,0.09,0211-979X,2174-5625,REV DERECHO POLIT,188,39,41,7.5,14,0.3,2024
17542,Revista Investigaciones Altoandinas-Journal of High Andean Research,0.4,Q4,,UNIV NACL ALTIPLANO,,109/135,0.3,0.09,2306-8582,2313-2957,REV INVESTIG ALTOAND,76,19,20,,6.5,0.3,2024
17542,Revista Medica Clinica Las Condes,0.4,Q3,Medicine,ELSEVIER,Spain,240/332,0.5,0.09,,0716-8640,REV MED CLIN CONDES,343,59,61,6.1,6.9,0.4,2024
17542,Saude e Sociedade,0.4,Q4,Medicine; Social Sciences,"UNIV SAO PAULO, FAC SAUDE PUBLICA",Brazil,399/419,0.6,0.09,0104-1290,1984-0470,SAUDE SOC-SAO PAULO,768,143,147,6.8,8.8,0.3,2024
17542,Scripta Nova-Revista Electronica de Geografia y Ciencias Sociales,0.4,Q4,Social Sciences,"UNIV BARCELONA, DEPT GEOGRAFIA HUMANA",Spain,135/173,0.6,0.09,1138-9788,1138-9788,SCRIPTA NOVA,381,32,32,13.8,10,0.4,2024
17542,Turkish Journal of Neurology,0.4,Q4,Medicine,GALENOS PUBL HOUSE,Turkey,274/285,0.4,0.09,1301-062X,1309-2545,TURK J NEUROL,211,26,27,6.2,9.7,0.3,2024
17542,ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH,0.4,Q4,Medicine; Neuroscience,SAGE PUBLICATIONS INC,United States,44/45,0.3,0.08,0360-1293,2167-9010,ACUPUNCTURE ELECTRO,171,3,3,17.2,,0.3,2024
17542,Anales de Documentacion,0.4,Q4,,UNIV MURCIA,,132/166,0.6,0.08,1575-2437,1697-7904,AN DOC,73,8,10,,6.2,0.4,2024
17542,Archives of Clinical Infectious Diseases,0.4,Q4,"Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics",BRIEFLANDS,Iran,128/137,0.7,0.08,2345-2641,2008-1081,ARCH CLIN INFECT DIS,340,42,45,5.6,5.8,0.4,2024
17542,Bulletin of Russian State Medical University,0.4,Q3,Medicine,PIROGOV RUSSIAN NATL RESEARCH MEDICAL UNIV,Russian Federation,240/332,0.3,0.08,2500-1094,2542-1204,B RUSS STATE MED U,150,71,73,4.3,5.7,0.3,2024
17542,Chemija,0.4,Q4,Chemistry,LIETUVOS MOKSLU AKAD LEIDYKLA,Lithuania,220/239,0.6,0.08,0235-7216,0235-7216,CHEMIJA,226,7,7,9.8,7.2,0.4,2024
17542,Composites-Mechanics Computations Applications,0.4,Q4,Engineering; Materials Science,BEGELL HOUSE INC,United States,166/171,0.3,0.08,2152-2057,2152-2073,COMPOS-MECH COMPUT A,66,17,17,,9.1,0.3,2024
17542,Ecologia Aplicada,0.4,Q4,Agricultural and Biological Sciences; Environmental Science,UNIV NACIONAL AGRARIA LA MOLINA,Peru,192/200,0.6,0.08,1726-2216,1993-9507,ECOL APL,192,16,16,10.1,12.7,0.3,2024
17542,Human Pathology Reports,0.4,Q4,Medicine,ELSEVIER,United States,88/90,0.4,0.08,,2772-736X,HUM PATHOL REP,75,19,38,,8.5,0.4,2024
17542,International Energy Journal,0.4,Q4,Energy,REGIONAL ENERGY RESOURCES INFO CENTER,Thailand,179/182,0.6,0.08,1513-718X,1513-718X,INT ENERGY J,248,20,20,6.7,4.9,0.3,2024
17542,International Journal of Applied Behavioral Economics,0.4,Q4,,IGI GLOBAL,,530/617,0.3,0.08,2160-9802,2160-9810,INT J APPL BEHAV ECO,35,0,0,,,0.4,2024
17542,Investigacion Bibliotecologica,0.4,Q4,Social Sciences,UNIV NACIONAL AUTONOMA MEXICO,Mexico,132/166,0.4,0.08,0187-358X,2448-8321,INVESTIG BIBLIOTECOL,184,41,43,6.3,6.9,0.3,2024
17542,JOURNAL OF COMMUNICATIONS TECHNOLOGY AND ELECTRONICS,0.4,Q4,Engineering; Materials Science; Physics and Astronomy,PLEIADES PUBLISHING INC,United States,351/366,0.3,0.08,1064-2269,1555-6557,J COMMUN TECHNOL EL+,769,37,37,6.7,6.4,0.3,2024
17542,Journal of Library and Information Studies,0.4,Q4,Social Sciences,"NATL TAIWAN UNIV, DEPT LIBRARY & INFORMATION SCIENCE",Taiwan,132/166,0.2,0.08,1606-7509,2309-9119,J LIBR INFORM STUD,34,14,14,,10.1,0.3,2024
17542,JOURNAL OF THE NATIONAL SCIENCE FOUNDATION OF SRI LANKA,0.4,Q4,Multidisciplinary,NATL SCIENCE FOUNDATION SRI LANKA,Sri Lanka,109/135,0.5,0.08,1391-4588,2362-0161,J NATL SCI FOUND SRI,528,42,42,9.8,9.5,0.4,2024
17542,Jurnal Pendidikan Fisika Indonesia-Indonesian Journal of Physics Education,0.4,Q4,,Univ Negeri Semarang,,77/86,0.4,0.08,1693-1246,2355-3812,J PENDIDIK FIS INDON,64,9,9,,5.4,0.3,2024
17542,M S-MEDECINE SCIENCES,0.4,Q4,"Biochemistry, Genetics and Molecular Biology; Medicine",EDP SCIENCES S A,France,182/195,0.6,0.08,0767-0974,1958-5381,M S-MED SCI,939,155,155,8,6.7,0.3,2024
17542,QED-A Journal in GLBTQ Worldmaking,0.4,Q3,Social Sciences,MICHIGAN STATE UNIV PRESS,United States,49/68,0.7,0.08,2327-1574,2327-1590,QED-J GLBTQ WORLDMAK,187,0,0,7.2,,0.4,2024
17542,Revista de Economia Mundial,0.4,Q4,"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences","UNIV HUELVA, SERV PUBLICACIONES",Spain,530/617,0.3,0.08,1576-0162,2340-4264,REV ECON MUND,132,27,27,9.7,6.6,0.4,2024
17542,Revista Mexicana de Neurociencia,0.4,Q4,,ACAD MEXICANA NEUROLOGIA,,274/285,0.5,0.08,1665-5044,1665-5044,REV MEX NEUROCIENC,122,18,24,4.7,7.4,0.4,2024
17542,Scientific Papers-Series B-Horticulture,0.4,Q4,,UNIV AGRONOMIC SCIENCES & VETERINARY MEDICINE BUCHAREST - USAMV,,259/273,0.3,0.08,2285-5653,2286-1580,SCI PAP-SER B-HORTIC,375,162,166,4,9.2,0.2,2024
17542,SOLVENT EXTRACTION RESEARCH AND DEVELOPMENT-JAPAN,0.4,Q4,Chemical Engineering; Chemistry,JAPAN ASSOC SOLVENT EXTRACTION,Japan,220/239,0.6,0.08,1341-7215,1341-7215,SOLVENT EXTR RES DEV,188,10,10,10,10.7,0.4,2024
17542,Theoretical and Applied Mechanics,0.4,Q4,Engineering; Mathematics,SERBIAN SOC MECHANICS,Serbia,166/171,0.5,0.08,1450-5584,1450-5584,THEOR APPL MECH,191,10,10,13.8,15.2,0.3,2024
17542,IDP-Internet Law and Politics,0.4,Q4,Computer Science; Social Sciences,UNIV OBERTA CATALUNYA,Spain,262/322,0.3,0.07,1699-8154,1699-8154,IDP-INTERNET LAW POL,51,17,17,,4.3,0.3,2024
17542,Jordan Journal of Chemistry,0.4,Q4,Chemistry,"YARMOUK UNIV, DEANSHIP RESEARCH & GRADUATE STUDIES",Jordan,220/239,0.5,0.07,1814-9111,2079-7249,JORDAN J CHEM,119,13,16,8.6,8.5,0.3,2024
17542,Journal of Print and Media Technology Research,0.4,Q4,Arts and Humanities; Engineering; Social Sciences,"INT ASSOC RESEARCH ORGANIZATIONS INFORM, MEDIA & GRAPHIC ARTS IND",Germany,36/36,0.4,0.07,2223-8905,2414-6250,J PRINT MEDIA TECHNO,45,6,6,,4.9,0.4,2024
17542,Journal of Siberian Federal University-Chemistry,0.4,Q4,Chemical Engineering; Chemistry,SIBERIAN FEDERAL UNIV,Russian Federation,220/239,0.4,0.07,1998-2836,2313-6049,J SIB FED UNIV-CHEM,175,58,58,5,7.8,0.3,2024
17542,Oncology in Clinical Practice,0.4,Q4,Medicine,VIA MEDICA,Poland,311/326,0.4,0.07,2450-1654,2450-6478,ONCOL CLIN PRACT,153,50,73,4.5,6.5,0.3,2024
17542,Open Cardiovascular Medicine Journal,0.4,Q4,Medicine,BENTHAM SCIENCE PUBL LTD,United Arab Emirates,216/230,0.8,0.07,,1874-1924,OPEN CARDIOVASC MED,354,1,1,13.3,,0.4,2024
17542,Reviews in Anthropology,0.4,Q4,Social Sciences,TAYLOR & FRANCIS,United Kingdom,107/141,0.7,0.07,0093-8157,1556-3014,REV ANTHR,117,4,6,13.7,5.8,0.4,2024
17542,"Revista Facultad de Ingenieria, Universidad Pedagogica y Tecnologica de Colombia",0.4,Q4,,UNIV PEDAGOGICA & TECNOLOGICA COLOMBIA,,148/175,0.5,0.07,0121-1129,2357-5328,REV FAC ING-UPTC,117,17,19,5.4,5.4,0.4,2024
17542,Revista Internacional de Contaminacion Ambiental,0.4,Q4,Environmental Science,CENTRO CIENCIAS ATMOSFERA UNAM,Mexico,370/374,0.6,0.07,0188-4999,,REV INT CONTAM AMBIE,601,60,60,6.9,9.3,0.4,2024
17542,Romanian Journal of Military Medicine,0.4,Q3,,CAROL DAVILA UNIV MEDICINE & PHARMACY PUBL,,240/332,0.4,0.07,1222-5126,2501-2312,ROM J MIL MED,201,44,60,4.1,8.4,0.2,2024
17542,South African Journal of Geomatics,0.4,Q4,"Economics, Econometrics and Finance",CONSAS CONFERENCE,United States,60/65,0.6,0.07,2225-8531,2225-8531,S AFR J GEOMAT,174,24,25,7.4,7.6,0.3,2024
17542,Stahlbau,0.4,Q4,Engineering; Materials Science,ERNST & SOHN,United States,165/183,0.3,0.07,0038-9145,1437-1049,STAHLBAU,596,27,68,11.9,8.1,0.3,2024
17542,TOPICS IN CLINICAL NUTRITION,0.4,Q4,Nursing,LIPPINCOTT WILLIAMS & WILKINS,United States,102/112,0.4,0.07,0883-5691,1550-5146,TOP CLIN NUTR,229,32,35,10.3,8.5,0.4,2024
17542,Avances en Psicologia Latinoamericana,0.4,Q4,Psychology,UNIV ROSARIO,Colombia,86/93,0.4,0.06,1794-4724,2145-4515,AV PSICOL LATINOAM,223,16,16,7.3,9.8,0.4,2024
17542,Chemistry for Sustainable Development,0.4,Q4,,"PUBLISHING HOUSE RUSSIAN ACAD SCIENCES, SIBERIAN BRANCH",,220/239,0.3,0.06,0869-8538,0869-8538,CHEM SUSTAIN DEV,329,98,99,7.4,9.6,0.3,2024
17542,Composites Research,0.4,Q4,,KOREAN SOC COMPOSITE MATERIALS,,34/34,0.4,0.06,2288-2103,2288-2111,COMPOS RES,266,70,72,6.1,7.9,0.2,2024
17542,Cuadernos de Antropologia,0.4,Q4,,"UNIV COSTA RICA, FAC CIENCIAS SOCIALES",,107/141,0.3,0.06,1409-3138,2215-356X,CUAD ANTROPOL,34,5,5,,15.9,0.3,2024
17542,FLEISCHWIRTSCHAFT,0.4,Q4,Agricultural and Biological Sciences,DEUTSCHER FACHVERLAG GMBH,Germany,173/181,0.2,0.06,0015-363X,0015-363X,FLEISCHWIRTSCHAFT,198,37,38,17.7,9.3,0.1,2024
17542,International Journal of Data Mining and Bioinformatics,0.4,Q4,"Biochemistry, Genetics and Molecular Biology; Computer Science; Social Sciences",INDERSCIENCE ENTERPRISES LTD,United Kingdom,65/67,0.4,0.06,1748-5673,1748-5681,INT J DATA MIN BIOIN,177,29,29,8.5,5,0.4,2024
17542,Journal of Private Enterprise,0.4,Q4,"Business, Management and Accounting; Economics, Econometrics and Finance",ASSOC PRIVATE ENTERPRISE EDUCATION,United States,530/617,0.3,0.06,0890-913X,0890-913X,J PRIV ENTERP,120,17,17,9.1,9.2,0.3,2024
17542,Journal of Surface Investigation,0.4,Q4,Materials Science,PLEIADES PUBLISHING INC,United States,77/79,0.4,0.06,1027-4510,1819-7094,J SURF INVESTIG,917,298,298,5.8,12,0.3,2024
17542,Momona Ethiopian Journal of Science,0.4,Q4,,"MEKELLE UNIV, COLL NATURAL & COMPUTATIONAL SCIENCES",,109/135,0.9,0.06,2073-073X,2073-073X,MOMONA ETHIOP J SCI,242,20,20,10.2,12.2,0.3,2024
17542,Pharmaceutical Care Espana,0.4,Q4,,FUNDACION PHARMACEUTICAL CARE ESPANA,,339/352,0.2,0.06,1139-6202,1139-6202,PHARM CARE ESP,29,15,15,,5.8,0.4,2024
17542,Problemy Zarzadzania-Management Issues,0.4,Q4,,"UNIV WARSAW, FAC MANAGEMENT",,388/420,0.4,0.06,1644-9584,2300-8792,PROBL ZARZ,124,0,0,5.9,,0.4,2024
17542,PRZEMYSL CHEMICZNY,0.4,Q4,Chemical Engineering; Chemistry,WYDAWNICTWO SIGMA-NOT SP ZOO,Poland,220/239,0.3,0.06,0033-2496,0033-2496,PRZEM CHEM,732,184,194,7.1,9,0.2,2024
17542,Revista de Investigacion Linguistica,0.4,Q4,,UNIV MURCIA,,233/303,0.4,0.06,1139-1146,1989-4554,REV INVEST LINGUIST,77,0,0,,,0.4,2024
17542,Revista Espanola de Derecho Constitucional,0.4,Q3,Social Sciences,CENTRO ESTUDIOS POLITICOS CONSTITUCIONALES,Spain,250/434,0.4,0.06,0211-5743,1989-0648,REV ESP DERECHO CONS,287,25,25,15.2,6.5,0.3,2024
17542,Arteterapia-Papeles de Arteterapia y Educacion Artistica para la Inclusion Social,0.4,Q4,Arts and Humanities; Medicine; Psychology; Social Sciences,"UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES",Spain,163/173,0.4,0.05,1886-6190,1988-8309,ARTETERAPIA,64,15,16,,10.6,0.3,2024
17542,CHEMICKE LISTY,0.4,Q4,Chemistry,CHEMICKE LISTY,Czech Republic,220/239,0.3,0.05,0009-2770,1213-7103,CHEM LISTY,386,32,71,10.8,11.9,0.1,2024
17542,Environment Protection Engineering,0.4,Q4,Environmental Science,TECHNICAL UNIV WROCLAW,Poland,78/83,0.6,0.05,0324-8828,,ENVIRON PROT ENG,400,34,35,9.1,7.6,0.4,2024
17542,IADIS-International Journal on Computer Science and Information Systems,0.4,Q4,,IADIS,,171/175,0.3,0.05,1646-3692,1646-3692,IADIS-INT J COMPUT S,52,17,17,,5.6,0.4,2024
17542,ITE JOURNAL-INSTITUTE OF TRANSPORTATION ENGINEERS,0.4,Q4,Engineering,INST TRANSPORTATION ENGINEERS,United States,165/183,0.4,0.05,0162-8178,,ITE J,431,20,21,16.8,8,0.4,2024
17542,Journal of Ceramic Science and Technology,0.4,Q4,Materials Science,GOLLER VERLAG GMBH,Germany,32/33,0.5,0.05,2190-9385,2190-9385,J CERAM SCI TECHNOL,545,10,10,8.4,8.3,0.4,2024
17542,Ochrona Przed Korozja,0.4,Q4,Chemical Engineering; Materials Science,WYDAWNICTWO SIGMA-NOT SP ZOO,Poland,449/460,0.2,0.05,0473-7733,2449-9501,OCHR PRZED KOROZ,85,29,30,,12.3,0.2,2024
17542,Revista Virtual de Quimica,0.4,Q4,Chemistry,SOC BRASILEIRA QUIMICA,Brazil,220/239,0.4,0.05,1984-6835,1984-6835,REV VIRTUAL QUIM,670,36,51,7,8.4,0.4,2024
17542,Sri Lanka Journal of Social Sciences,0.4,Q3,Social Sciences,NATL SCIENCE FOUNDATION SRI LANKA,Sri Lanka,184/271,0.5,0.05,0258-9710,2478-1169,SRI LANKA J SOC SCI,48,13,15,,8.5,0.4,2024
17542,UIS Ingenierias,0.4,Q4,,UNIV INDUSTRIAL SANTANDER,,148/175,0.3,0.05,1657-4583,2145-8456,UIS ING,146,44,46,4.3,6.7,0.3,2024
17542,University of Toronto Medical Journal,0.4,Q3,Medicine,"UNIV TORONTO, MEDICAL SOC",Canada,240/332,0.5,0.05,0833-2207,1913-5440,UNIV TOR MED J,62,8,11,,11.6,0.4,2024
17542,Austral Comunicacion,0.4,Q4,Computer Science; Engineering; Health Professions; Social Sciences,"UNIV AUSTRAL, FAC COMUNICACION",Argentina,183/227,0.4,0.04,2313-9129,2313-9137,AUSTRAL COMUN,48,7,7,,6.4,0.4,2024
17542,International Journal of Environmental Technology and Management,0.4,Q4,Environmental Science,INDERSCIENCE ENTERPRISES LTD,United Kingdom,78/83,0.5,0.04,1466-2132,1741-511X,INT J ENVIRON TECHNO,317,32,32,11.3,3.9,0.4,2024
17542,Journal of the Japan Institute of Energy,0.4,Q4,Energy,JAPAN INST ENERGY,Japan,179/182,0.4,0.04,0916-8753,1882-6121,J JPN I ENERGY,218,13,13,8.2,11,0.3,2024
17542,Pakistan Heart Journal,0.4,Q4,Medicine,PAKISTAN CARDIAC SOC,Pakistan,216/230,0.3,0.04,0048-2706,2227-9199,PAK HEART J,108,60,63,3.1,5.8,0.3,2024
